HHID,PN,RSUBHH,QSUBHH,RPN_SP,RCSR,RFAMR,RFINR,RT001,RT002,RT003,RT004M1,RT004M2,RT004M3,RT004M4,RT004M5,RT004M6,RT004M7,RT004M8,RT004M9,RT004M10,RT005,RT006,RT007M1,RT007M2,RT007M3,RT007M4,RT007M5,RT007M6,RT007M7,RT007M8,RT008,RT011,RT012,RT013,RT014,RT015,RT016,RT017M1,RT017M2,RT017M3,RT017M4,RT017M5,RT017M6,RT017M7,RT017M8,RT017M9,RT018,RT019,RT020,RT021,RT022,RT023,RT024,RT025,RT026,RT027,RT028,RT029M1,RT029M2,RT029M3,RT029M4,RT029M5,RT029M6,RT029M7,RT031,RT032,RT033,RT034,RT035,RT036,RT037,RT038,RT039,RT040,RT041,RT042,RT043,RT044,RT252,RT245,RT246,RT247M1,RT247M2,RT247M3,RT247M4,RT248M1,RT248M2,RT248M3,RT248M4,RT248M5,RT248M6,RT250,RT251,RT254,RT255,RT256M1,RT256M2,RT256M3,RT257,RT258M1,RT258M2,RT258M3,RT047,RCOVFLAG,RTMODE,RVDATE,RVERSION
b'011467',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'011506',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,,,,4.0,3.0,5.0,97.0,,,,,,1.0,,,,,,56.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,1.0,,,,,1.0,2.0,,,1.0,,1.0,13.0,1.0
b'011590',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,875000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,6700.0,,,,2.0,,,,1.0,1.0,1.0,4.0,,,,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,,2.0,1.0,1.0
b'011608',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,5.0,,,,,,,,,,,1.0,,1.0,5.0,1.0
b'011611',b'010',b'2',b'2',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,,,,,,,,5.0,,,,,,,,,,5.0,1.0,1.0,150000.0,,,,91.0,,,,,,,,,1.0,,,,,,232.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'011620',b'010',b'0',b'0',b'040',1.0,5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,10000.0,,,,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,8.0,1.0
b'011620',b'040',b'0',b'0',b'010',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100000.0,,,,91.0,3.0,4.0,5.0,6.0,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,9.0,1.0
b'011626',b'011',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,5.0,,,3.0,,,,,,1.0,8.0,,,,,,,,,,1.0,1.0,1.0,9.0,1.0
b'011671',b'040',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'011678',b'010',b'1',b'1',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,6.0,3.0,5.0,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0
b'011690',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,7000.0,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'011765',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,15000.0,,,,3.0,,,,,,,,,1.0,,,,,,800.0,2.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,2.0,1.0,1.0
b'011787',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,8.0,4.0,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'011798',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'011802',b'010',b'0',b'0',b'011',1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,1.0,92.0,,,,,,,,5.0,1.0,1.0,70000.0,,,,91.0,3.0,97.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,3.0,4.0,,,3.0,97.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,3.0,1.0
b'011802',b'011',b'0',b'0',b'010',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,999999999.0,2501.0,99999996.0,99.0,5.0,6.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,1.0,9999999.0,0.0,99999996.0,99.0,1.0,130000.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,5.0,1.0
b'011881',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,35000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,3.0,7.0,5.0,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'011911',b'040',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,20000.0,,,,93.0,,,,,,,,,1.0,,,,,,540.0,2.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,8.0,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'011932',b'020',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,15000.0,,,,10.0,12.0,14.0,17.0,8.0,,,,,1.0,,,,,,146.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'011933',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,20000.0,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'011983',b'040',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,1.0,93.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,97.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'011999',b'010',b'0',b'0',b'020',1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,2.0,86000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,3.0,1.0
b'011999',b'020',b'0',b'0',b'010',5.0,5.0,5.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,9000.0,,,,91.0,7.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,3.0,1.0
b'012005',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'012009',b'010',b'0',b'0',,1.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,999999998.0,0.0,49999.0,98.0,3.0,97.0,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'012033',b'011',b'2',b'2',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,3.0,20000.0,,,,3.0,5.0,97.0,,,,,,,1.0,3.0,20000.0,,,,160.0,1.0,,,,3.0,5.0,97.0,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012094',b'011',b'2',b'2',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012112',b'030',b'1',b'1',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,35000.0,,,,3.0,,,,,,,,,1.0,1.0,850.0,,,,53.0,1.0,,,,3.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012135',b'020',b'0',b'0',b'030',1.0,1.0,5.0,1.0,1.0,1.0,9.0,7.0,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,10000.0,,,,7.0,9.0,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,9.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012135',b'030',b'0',b'0',b'020',5.0,5.0,1.0,1.0,1.0,1.0,99.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,2.0,400000.0,,,,99.0,,,,,,,,,1.0,2.0,9999999.0,0.0,99999996.0,99.0,99999.0,,0.0,99999996.0,99.0,99.0,,,,,,,9.0,,,,,9.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012161',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,15000.0,,,,6.0,,,,,,,,,1.0,2.0,15000.0,,,,117.0,1.0,,,,6.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,6.0,4.0,8.0,,,,1.0,5.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012162',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,25000.0,,,,97.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,5.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,3.0,1.0
b'012172',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,20000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'012196',b'010',b'0',b'0',b'020',1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,999999999.0,0.0,49999.0,99.0,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,1.0,9999999.0,0.0,99999996.0,99.0,1.0,9999999.0,0.0,99999996.0,99999999999.0,2.0,,,,1.0,,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'012196',b'020',b'0',b'0',b'010',5.0,5.0,5.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,2.0,999999998.0,0.0,99999996.0,98.0,91.0,3.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'012218',b'010',b'0',b'0',b'020',5.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,2.0,10000.0,,,,91.0,93.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,9.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012218',b'020',b'0',b'0',b'010',1.0,5.0,5.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,10000.0,,,,91.0,,,,,,,,,1.0,,,,,,120.0,2.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,9.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012232',b'010',b'7',b'7',b'040',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,91.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,9.0,,,,,9.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,5.0,1.0
b'012232',b'040',b'7',b'7',b'010',1.0,1.0,1.0,1.0,1.0,1.0,10.0,,,,,,,,,,,1.0,12.0,,,,,,,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,10.0,12.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,5.0,1.0
b'012235',b'010',b'0',b'0',b'040',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,,,,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,-8.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,4.0,7.0,1.0
b'012235',b'040',b'0',b'0',b'010',1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,,,,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,-8.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,3.0,7.0,1.0
b'012242',b'010',b'0',b'0',b'020',5.0,5.0,1.0,3.0,1.0,1.0,3.0,,,,,,,,,,,1.0,3.0,5.0,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6000.0,,,,2.0,,,,1.0,5.0,1.0,4.0,,,,3.0,,,,,,5.0,,,,,,,,,,,1.0,,1.0,4.0,1.0
b'012242',b'020',b'0',b'0',b'010',1.0,1.0,5.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,3.0,,,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,3.0,1.0
b'012243',b'020',b'0',b'0',b'030',5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,,,,,,,,,1.0,1.0,3.0,,,,,,,,5.0,1.0,1.0,20000.0,,,,91.0,,,,,,,,,1.0,,,,,,250.0,2.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,5.0,3.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,11.0,1.0
b'012243',b'030',b'0',b'0',b'020',1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,1.0,3.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,11.0,1.0
b'012257',b'040',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,25000.0,,,,4.0,8.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,4.0,11.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'012274',b'010',b'0',b'0',b'020',1.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,8.0,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,999999998.0,0.0,99999996.0,98.0,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'012274',b'020',b'0',b'0',b'010',5.0,1.0,5.0,1.0,1.0,1.0,98.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,8.0,999999998.0,0.0,99999996.0,98.0,91.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,1.0,3.0,4.0,,,7.0,5.0,,,,,8.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'012276',b'030',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,3.0,4.0,,,,,1.0,8.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012280',b'020',b'0',b'0',b'030',1.0,1.0,5.0,2.0,1.0,5.0,,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,5.0,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012280',b'030',b'0',b'0',b'020',5.0,5.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,1.0,5.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012285',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,8.0,5.0,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,8.0,3.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'012292',b'010',b'0',b'0',b'020',1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,6.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,5.0,1.0
b'012292',b'020',b'0',b'0',b'010',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,6.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,5.0,1.0
b'012318',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,18000.0,,,,3.0,,,,,,,,,1.0,,,,,,200.0,2.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,4.0,5.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012319',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,1.0,3.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'012344',b'010',b'0',b'0',b'020',5.0,5.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,999999998.0,250001.0,99999996.0,,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,8.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,4.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,9.0,1.0
b'012344',b'020',b'0',b'0',b'010',1.0,1.0,5.0,1.0,1.0,1.0,4.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,800000.0,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,4.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'012393',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,3.0,999999998.0,0.0,99999996.0,98.0,98.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,1.0,9999998.0,0.0,99999996.0,98.0,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,7.0,,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,2.0,1.0
b'012443',b'040',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,3.0,250000.0,,,,3.0,4.0,6.0,,,,,,,1.0,1.0,150000.0,,,,40.0,1.0,,,,3.0,4.0,6.0,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,8.0,1.0
b'012445',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,8.0,3.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,3.0,1.0
b'012458',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,1.0,3.0,4.0,,,,,,,5.0,1.0,1.0,25000.0,,,,3.0,4.0,,,,,,,,1.0,,,,,,120.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,8.0,1.0
b'012474',b'040',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012481',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,20000.0,,,,97.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'012494',b'040',b'0',b'0',,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,-8.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,3.0,7.0,1.0
b'012507',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,6.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'012510',b'010',b'0',b'0',b'020',1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'012510',b'020',b'0',b'0',b'010',5.0,5.0,5.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,8.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
